lw lq med uq uw avg pos
0.09927015532591783 0.3093033844285931 0.47958287440127134 0.47958287440127134 0.5659485746909265 0.39919303676409373 1
0.0253723110865968 0.1935483870967742 0.20338983050847456 0.20338983050847456 0.31789106415972085 0.2000832809382769 2
0.02588996763754045 0.21062801932367148 0.2575086183923626 0.30155763239875394 0.37194360842705526 0.2558815672625102 3
0.21318710712852745 0.3066628383007708 0.3318161797092938 0.3318161797092938 0.3677786818551668 0.3182475676928468 4
0.0 0.12549450549450547 0.22927689594356263 0.22927689594356263 0.31473591907954757 0.17841708114656749 5
0.017985611510791366 0.07032066150284016 0.2280040221216692 0.3406833452577319 0.4567166742311797 0.2142852039152269 6
0.015904572564612328 0.12256259175690455 0.16530278232405887 0.16530278232405887 0.3768996960486322 0.15128763232733766 10
0.04487340185510153 0.2821190185474303 0.36619718309859156 0.36619718309859156 0.4542253521126761 0.3200134857075988 11
0.0 0.0 0.0 0.10891089108910891 0.16568047337278105 0.05407999516702609 12
0.013722126929674101 0.01766004415011038 0.01766004415011038 0.05485544848035582 0.2645381984036488 0.03742174272852351 13
0.0 0.0 0.0 0.024633600494900883 0.18404907975460122 0.01830600852712617 14
0.00847457627118644 0.06896551724137931 0.1264367816091954 0.13525107241988393 0.17184643510054845 0.10454835396785447 15
