lw lq med uq uw avg pos
0.04996817313812858 0.1301546391752577 0.25348749762403894 0.47293094566213145 0.5035841932532723 0.28706387280868584 1
0.06997455470737914 0.2608695652173913 0.2608695652173913 0.3170731707317073 0.47955390334572495 0.2785302562462937 2
0.0 0.07746478873239436 0.0926434743665984 0.30617977528089885 0.431004560681277 0.16346581136236582 3
0.015444015444015446 0.025974025974025976 0.2020539602146289 0.3888506538196834 0.47430081260282164 0.20762743026482885 4
0.0 0.0 0.05361762609983925 0.2869757174392936 0.4950173310225303 0.14146590764380493 5
0.005681818181818182 0.046511627906976744 0.10343496719413353 0.17777777777777778 0.43835093378783946 0.15305209839246384 6
0.056915949702183985 0.1301546391752577 0.20752667020126697 0.44657788790277847 0.4847617205797616 0.26162986775367636 10
0.17857142857142858 0.260680882127108 0.2608695652173913 0.3170731707317073 0.49781659388646293 0.28883345586880727 11
0.0 0.0 0.16086005394066527 0.30617977528089885 0.34864880917027974 0.16478454292151032 12
0.020100502512562818 0.025974025974025976 0.22685764317945098 0.3888506538196834 0.4210134128166915 0.21288482767489017 13
0.0 0.0 0.02293763908021617 0.2799188343027892 0.38563552700121556 0.12728867750956338 14
0.022477522477522476 0.046511627906976744 0.10343496719413353 0.17777777777777778 0.43835093378783946 0.14454885173077817 15
0.06764168190127971 0.1301546391752577 0.25243557300005165 0.45941577212981854 0.6358497662265519 0.28452828495381227 19
0.02902208201892744 0.2222222222222222 0.272487762741146 0.3170731707317073 0.43859649122807015 0.26779968992668324 20
0.0 0.0 0.07746478873239436 0.30617977528089885 0.34864880917027974 0.152666465917029 21
0.01673640167364017 0.025974025974025976 0.2622438691603784 0.3888506538196834 0.5044642857142857 0.21722860283904336 22
0.0 0.007894736842105263 0.048637082078187 0.2635642058575193 0.3577562579937877 0.11639312925973101 23
0.023345271256134767 0.046511627906976744 0.10343496719413353 0.19468615454339452 0.43835093378783946 0.16308085212055834 24
0.04996817313812858 0.1301546391752577 0.2421182470489534 0.47293094566213145 0.5642787046123651 0.2744102221134387 28
0.10407851734204669 0.212153134635149 0.24581939799331104 0.30353325735576137 0.4052044609665428 0.24758145483149965 29
0.0 0.05809859154929577 0.14528612896537424 0.262929637221148 0.34864880917027974 0.15869490095620084 30
0.014084507042253523 0.025974025974025976 0.2339660056144328 0.3888506538196834 0.433432581880051 0.21268625960015625 31
0.0 0.0 0.035830705904702234 0.2807203712769639 0.3782212609251502 0.11114942002433602 32
0.022477522477522476 0.04692202462380301 0.10343496719413353 0.29371981802099945 0.43835093378783946 0.17148340475295665 33
0.06764168190127971 0.1301546391752577 0.24896223493766384 0.4655000614908593 0.6793634490635966 0.27671294859381196 37
0.07759315122525735 0.2222222222222222 0.2608695652173913 0.3143429195485985 0.3333333333333333 0.25676497564452205 38
0.0 0.0 0.11310591909646958 0.27737786276602283 0.431004560681277 0.15659829707170983 39
0.01785714285714286 0.03068705488060327 0.22518983613052904 0.3888506538196834 0.47430081260282164 0.213756873945253 40
0.0 0.0 0.04310868011209802 0.24901389943020266 0.4950173310225303 0.11127162787685942 41
0.027576385292594513 0.046511627906976744 0.09103569012607482 0.10636464521182847 0.43835093378783946 0.1282362884433884 42
0.019607843137254905 0.1301546391752577 0.27060741036120534 0.44330717282557114 0.5512679162072768 0.2677992839409348 46
0.04032439738679883 0.2074465637438741 0.2608695652173913 0.31649718783951114 0.4327788382874284 0.24494514347473256 47
0.0 0.010989010989010988 0.10578964192453066 0.2675199679688165 0.42857142857142855 0.16021738095000096 48
0.015444015444015446 0.053673549877454436 0.15880464446634 0.3888506538196834 0.4499504459861249 0.20717048648770986 49
0.0 0.0 0.039443872095273655 0.2860653698399835 0.35227272727272724 0.10775943373681665 50
0.005681818181818182 0.046511627906976744 0.10343496719413353 0.12954789471353936 0.43835093378783946 0.121399420255338 51
