lw lq med uq uw avg pos
0.04147982062780269 0.22645739910313897 0.2537906624473207 0.4864245957510356 0.5281777653417589 0.3275876216344771 1
0.09181969949916528 0.16666666666666666 0.23994212309429702 0.43333333333333335 0.5282051282051282 0.2903793914549584 2
0.0 0.062426681837989495 0.18333333333333332 0.2983497581610851 0.398574144486692 0.17747512295998752 3
0.013377926421404684 0.013377926421404684 0.14801278113032046 0.2893725992317542 0.2960426179604262 0.15065517999673902 4
0.0 0.0 0.0891793555040939 0.1908957415565345 0.3414317420030843 0.10078083753589795 5
0.016666666666666666 0.16099773242630386 0.19533527696793004 0.337310781535676 0.49906599571290566 0.23933186495636094 6
0.04147982062780269 0.22645739910313897 0.26094750320102433 0.44068823308823385 0.4864245957510356 0.29037612167831767 10
0.02253797158255757 0.16666666666666666 0.19500276271869638 0.43333333333333335 0.48 0.26146438085806145 11
0.0 0.1445583760451984 0.18333333333333332 0.30728734815730513 0.398574144486692 0.18862813128268327 12
0.013377926421404684 0.013377926421404684 0.2160219940845541 0.2893725992317542 0.317797695262484 0.15341032349926473 13
0.0 0.0 0.049713261648745524 0.1908957415565345 0.2658576366547457 0.08643658785512806 14
0.1 0.13333333333333333 0.19533527696793004 0.3287981859410431 0.5094342204282685 0.23007396282794332 15
0.013377926421404684 0.218216832737875 0.22948990313671674 0.4853441236607433 0.4864245957510356 0.2916405163082265 19
0.058559820678061085 0.16666666666666666 0.19079582187484923 0.43333333333333335 0.49394463667820065 0.26783547229076565 20
0.0 0.0 0.1605301914580265 0.21693121693121692 0.398574144486692 0.15249349162727707 21
0.013377926421404684 0.013377926421404684 0.20891130937292857 0.2893725992317542 0.2893725992317542 0.15701038833644387 22
0.0 0.0 0.05283321015028332 0.1908957415565345 0.33151283451665753 0.08836228466287241 23
0.04672897196261682 0.13333333333333333 0.19227773713152868 0.32467010100288296 0.425476029983427 0.22409562904856134 24
