lw lq med uq uw avg pos
0.05142460041695623 0.16530278232405887 0.2508101661812871 0.47958287440127134 0.4811900960893298 0.2983150769691586 1
0.07942238267148015 0.20338983050847456 0.23472447890070097 0.36619718309859156 0.4542253521126761 0.27552904369518383 2
0.0 0.07369506030875858 0.10891089108910891 0.27416077872197225 0.37194360842705526 0.15789636328467607 3
0.014336917562724018 0.01766004415011038 0.17794319105979378 0.3318161797092938 0.3373134328358209 0.1741782620688832 4
0.0 0.0 0.0482701393784675 0.22927689594356263 0.2986717935677139 0.11398453321943734 5
0.00847457627118644 0.06896551724137931 0.13525107241988393 0.2373051784816491 0.4105659340275433 0.16856166815737408 6
0.16530278232405887 0.16530278232405887 0.32244282836266513 0.47958287440127134 0.47958287440127134 0.32244282836266513 10
0.1904761904761905 0.20338983050847456 0.28479350680353305 0.36619718309859156 0.36619718309859156 0.28192380901858105 11
0.0 0.0 0.1597694552063902 0.2315914378275156 0.37194360842705526 0.15392824116039647 12
0.01766004415011038 0.01766004415011038 0.1933358140948248 0.3318161797092938 0.3318161797092938 0.1778377289572225 13
0.0 0.0 0.05517726625541414 0.22927689594356263 0.2333333333333333 0.11611838775129672 14
0.04728079911209767 0.06896551724137931 0.13525107241988393 0.2373051784816491 0.38124995250332644 0.18021938497931417 15
0.05142460041695623 0.16530278232405887 0.2393252503953611 0.2943710827019369 0.47958287440127134 0.24564340185125014 19
0.1904761904761905 0.20338983050847456 0.2283400809716599 0.36619718309859156 0.4215699296055253 0.27688848969899993 20
0.0 0.0 0.1597694552063902 0.21541697125816595 0.37194360842705526 0.14292002579901383 21
0.017094017094017096 0.01766004415011038 0.28188002270791745 0.3318161797092938 0.3373134328358209 0.1878546333435798 22
0.0 0.012820512820512822 0.05378462251063937 0.18700232249502322 0.31473591907954757 0.09880904752963524 23
0.03751145764442433 0.06896551724137931 0.13450399423749126 0.16204892125323175 0.38124995250332644 0.15038031628482038 24
0.08788962698007154 0.17448601234843977 0.2762231880040547 0.35237890037082825 0.528858653778473 0.28594230816577615 28
0.07111262334127255 0.1989423874271123 0.2092253303779355 0.3288374313678682 0.4542253521126761 0.25427878982522417 29
0.0 0.10891089108910891 0.137295682230945 0.32211036651976005 0.37194360842705526 0.19401601704904 30
0.016393442622950824 0.0445679747086557 0.16619302063967115 0.3134193541782223 0.3413491567770144 0.17153471184604555 31
0.0 0.0 0.057388459925862584 0.207452096890817 0.2986717935677139 0.09550981431094517 32
0.03843689942344651 0.06896551724137931 0.07195883789201385 0.1356791798591861 0.3373134328358209 0.11546488928139856 33
0.05142460041695623 0.13537268884472836 0.21582035848447906 0.32244949622132857 0.47958287440127134 0.2405260907358874 37
0.07335907335907337 0.18872056911743465 0.22950819672131148 0.28623771066847326 0.4273504273504274 0.24177956079704266 38
0.0 0.05121951219512194 0.16154085119602363 0.2795613423144173 0.33298195750672 0.15961016037645553 39
0.013722126929674101 0.01766004415011038 0.21987760246686866 0.32055802083585777 0.3425547731142143 0.17940643785377267 40
0.0 0.0 0.0352668913819993 0.16577154746522763 0.259304084720121 0.08343962688634415 41
0.00847457627118644 0.06896551724137931 0.13191962813163038 0.18997371953796763 0.4105659340275433 0.15200577222757167 42
0.015904572564612328 0.09632290307060731 0.2060872265079438 0.3430344658419675 0.5659485746909265 0.23444454979605028 46
0.0253723110865968 0.1828513878778391 0.20342560330826853 0.2887131952017449 0.43521341463414626 0.22396068093160026 47
0.0 0.0 0.10891089108910891 0.220906858286338 0.3376312848108131 0.1274499721109653 48
0.014336917562724018 0.01766004415011038 0.2184159913780152 0.3183702598244349 0.3677786818551668 0.17563630733378846 49
0.0 0.0 0.03208937260934104 0.16196847278647616 0.2893725992317542 0.08017327644038041 50
0.017985611510791366 0.0688915199052834 0.12258645309492766 0.16865993279748348 0.4567166742311797 0.14210330833707263 51
