lw lq med uq uw avg pos
0.05142460041695623 0.16530278232405887 0.2508101661812871 0.47958287440127134 0.4811900960893298 0.2983150769691586 1
0.07942238267148015 0.20338983050847456 0.23472447890070097 0.36619718309859156 0.4542253521126761 0.27552904369518383 2
0.0 0.07369506030875858 0.10891089108910891 0.27416077872197225 0.37194360842705526 0.15789636328467607 3
0.014336917562724018 0.01766004415011038 0.17794319105979378 0.3318161797092938 0.3373134328358209 0.1741782620688832 4
0.0 0.0 0.0482701393784675 0.22927689594356263 0.2986717935677139 0.11398453321943734 5
0.00847457627118644 0.06896551724137931 0.13525107241988393 0.2373051784816491 0.4105659340275433 0.16856166815737408 6
0.05674846625766872 0.16530278232405887 0.2456519594414743 0.4144478100011364 0.47958287440127134 0.2704131173500986 10
0.15625000000000003 0.20338983050847456 0.2237490277417682 0.36619718309859156 0.4542253521126761 0.2745282808490864 11
0.0 0.0 0.1597694552063902 0.23728646712869045 0.37194360842705526 0.1528693898244995 12
0.016064257028112452 0.01766004415011038 0.22285381150716727 0.3318161797092938 0.34299590226134463 0.17991522964448423 13
0.0 0.0 0.02741179702096529 0.22927689594356263 0.31473591907954757 0.10751976045308208 14
0.03843689942344651 0.06896551724137931 0.13525107241988393 0.2373051784816491 0.38124995250332644 0.1607265939249306 15
0.05142460041695623 0.16530278232405887 0.262130075705437 0.3641740317241495 0.528858653778473 0.2690318023514215 19
0.0253723110865968 0.1904761904761905 0.25495878413189077 0.36619718309859156 0.4273504273504274 0.2598511736196857 20
0.0 0.0 0.10891089108910891 0.2136528326745718 0.37194360842705526 0.1407377741652535 21
0.014869888475836434 0.01766004415011038 0.2589418091413144 0.3318161797092938 0.3677786818551668 0.18165158052760597 22
0.0 0.011143410852713177 0.06862801188375596 0.21268798754337437 0.2846343945340893 0.10201714352853036 23
0.0397201534642293 0.06896551724137931 0.13525107241988393 0.24258160397576797 0.38124995250332644 0.17331182461563036 24
0.05142460041695623 0.16447080696824987 0.2394941210151004 0.3812323591138552 0.47958287440127134 0.2606145249886864 28
0.11538528429306662 0.1903654485049834 0.20338983050847456 0.33992591915127124 0.3838028169014085 0.24356674247657054 29
0.0 0.05639097744360902 0.10891089108910891 0.29891157558737325 0.37194360842705526 0.16232774071972159 30
0.013722126929674101 0.01766004415011038 0.24510267244952677 0.3318161797092938 0.3425547731142143 0.17988852872474725 31
0.0 0.0 0.054182813920388734 0.205787583445205 0.2893725992317542 0.09256813907499895 32
0.03843689942344651 0.06941529235382309 0.13525107241988393 0.3373134328358209 0.4567166742311797 0.18070597024919444 33
0.05142460041695623 0.16530278232405887 0.2393252503953611 0.42316087268001196 0.5659485746909265 0.2694444859124653 37
0.07111262334127255 0.20338983050847456 0.22838007001131874 0.33464566929133854 0.37681159420289856 0.2523350474593612 38
0.0 0.0 0.13775143678160917 0.26287714825440633 0.37194360842705526 0.15435184562041815 39
0.01529636711281071 0.018599408200648163 0.21987760246686866 0.3318161797092938 0.3413491567770144 0.17777348440415014 40
0.0 0.0 0.048037039145367263 0.1517614278100414 0.2735825813803086 0.08137891297252926 41
0.04708743229799934 0.06896551724137931 0.13194849773313827 0.13696350217709263 0.4421217699412759 0.15109111532045072 42
0.015904572564612328 0.16530278232405887 0.22946278229915046 0.4409157100021436 0.47958287440127134 0.2594952483089571 46
0.04487340185510153 0.19472856018882773 0.20722520725242502 0.33016966787141777 0.4215699296055253 0.24521554872939022 47
0.0 0.019417475728155338 0.1299204042663545 0.2502117338650753 0.3519958319974351 0.14859121736595055 48
0.014336917562724018 0.04146782194042368 0.1604968992891708 0.3318161797092938 0.33361921097770153 0.17304099603342146 49
0.0 0.0 0.030087407522558493 0.19535603380184158 0.2897767666714062 0.09007264084589504 50
0.00847457627118644 0.06896551724137931 0.13525107241988393 0.17463222548584206 0.38295036173434543 0.14518425302975035 51
